"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0.183571987681919
"27",0.354732063081529
"28",0
"29",0.333875430954827
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0.0185567438602448
"43",0.167675018310547
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0.619555473327637
"50",0
"51",7.09325048658583
"52",0
"53",0.0576138115591473
"54",0
"55",0
"56",0.309777736663818
"57",6.39644792344835
"58",1.73109229405721
"59",3.28561226526896
"60",0.118414411942164
"61",6.34304661220974
"62",9.53301281399197
"63",6.91087383694119
"64",12.7197138468424
"65",0.647690256436666
"66",1.74091524548001
"67",8.04185083177355
"68",12.985891977946
"69",6.92524401346842
"70",18.9413740370009
"71",6.06552526685927
"72",20.2361246744792
"73",11.6647228664822
"74",12.8092375861274
"75",4.68699794345432
"76",4.57981310950385
"77",9.01907475789388
"78",10.7487958272298
"79",31.8732452392578
"80",11.10273276435
"81",15.084474351671
"82",1.75507015652127
"83",11.0770632425944
"84",14.2940406799316
"85",7.41081025865343
"86",14.4677908155653
"87",6.92095798916287
"88",9.57354354858398
"89",7.4396235148112
"90",8.87207963731554
"91",1.29185787836711
"92",3.77446471320258
"93",18.3135791354709
"94",11.0044212341309
"95",21.5999048021105
"96",10.8245438469781
"97",5.06496450636122
"98",7.1645925309923
"99",8.89515431722005
"100",4.79231961568197
"101",5.7592404683431
"102",7.51193873087565
"103",9.99111599392361
"104",12.2729309929742
"105",7.4123772515191
"106",5.46496560838487
"107",4.43963962131076
"108",5.36051940917969
"109",1.69448645909627
"110",9.24293518066406
"111",11.9119809468587
"112",12.7300737169054
"113",6.38473489549425
"114",2.44145658281114
"115",8.28547371758355
"116",10.3998167249891
"117",10.4673152499729
"118",14.1128489176432
"119",17.822998046875
"120",8.91515562269423
"121",1.7653366194831
"122",2.4619272020128
"123",2.5145042737325
"124",4.90607515970866
"125",1.83898724450005
"126",4.16650136311849
"127",5.20102861192491
"128",22.3013093736437
"129",6.23498747083876
"130",3.88036664326986
"131",4.38796615600586
"132",2.4721982744005
"133",1.71635346942478
"134",1.452612929874
"135",2.32234552171495
"136",7.45204967922635
"137",2.1365139219496
"138",11.1411556667752
"139",9.26525285508898
"140",4.81001631418864
"141",9.61811447143555
"142",2.39054340786404
"143",3.3673300213284
"144",3.51551342010498
"145",4.17027070787218
"146",3.72209400600857
"147",5.117249806722
"148",3.78695996602376
"149",0.495236804087957
"150",1.89065308041043
"151",2.79230637020535
"152",0
"153",0
"154",0
"155",2.05003696017795
"156",0.0631028678682115
"157",2.65568489498562
"158",0
"159",1.20028077231513
"160",5.9298956129286
"161",5.69129541185167
"162",2.1169884469774
"163",1.31273961729474
"164",1.60355599721273
"165",1.21548994382222
"166",6.29601520962185
"167",0.538370556301541
"168",8.90185334947374
"169",1.2542961968316
"170",0.217225823137495
"171",6.20494884914822
"172",8.11889351738824
"173",3.17477533552382
"174",14.8272620307075
"175",2.03388622072008
"176",0.57102812661065
"177",0.770295090145535
"178",2.8687309688992
"179",0.141208855642213
"180",0
"181",0
"182",0.153644260432985
"183",2.83146391974555
"184",2.08353177706401
"185",2.21381367577447
"186",0.572947714063856
"187",0.0319797661569383
"188",0.68805554178026
"189",15.065136803521
"190",2.63421387142605
"191",0.0688394970364041
"192",4.18008931477865
"193",2.1676119433509
"194",0.0742688311470879
"195",0.309616737895542
"196",5.16093911064996
"197",1.48669422997369
"198",0
"199",0.154862214293745
"200",3.48338254292806
"201",0.30112632115682
"202",1.1151978969574
"203",3.14124976264106
"204",0.0198734352986018
"205",0.042239550087187
"206",2.42147472169664
"207",0.131942351659139
"208",5.37422879536947
"209",0.685845719443427
"210",0.946809583240085
"211",0
"212",0
"213",0.902411798636119
"214",0
"215",0.843283812204997
"216",0
"217",6.88722949557834
"218",2.91120062934028
"219",0
"220",0
"221",0
"222",0.421821104155646
"223",0
"224",0
"225",0
"226",0
"227",0
"228",2.22136486901177
"229",0
"230",0
"231",0
"232",0
"233",0.240938213136461
"234",0
"235",0
"236",0
"237",0
"238",1.49179953833421
"239",0.126205735736423
"240",0
"241",3.83639780680339
"242",0
"243",0
"244",0
