"","x"
"1",0.66997955321042
"2",0.389637314586197
"3",0.418966626811226
"4",0.295862096484334
"5",0.205598889991637
"6",0.283819296895739
"7",0.13176020906167
"8",0.0130329134801048
"9",0.0934843973103967
"10",0.0769383312448187
"11",0.110162751501126
"12",0.411468863221992
"13",0.407476608325122
"14",0.388594001361326
"15",0.162087459597836
"16",0.170646482159309
"17",0.247307042426294
"18",0.718912239280748
"19",1.04817181393876
"20",1.46403517782722
"21",1.31609612774856
"22",1.24890393996432
"23",1.24951407540137
"24",0.767686871270441
"25",0.706870865202775
"26",0.520539481901948
"27",0.506331518105895
"28",0.246743567388033
"29",0.476115208995982
"30",0.486944346575261
"31",0.682406835456518
"32",0.542735895943597
"33",0.333210066281753
"34",0.623018246306416
"35",0.557572534347518
"36",0.870485276213125
"37",0.383448478192339
"38",0.911287199780067
"39",0.483330323784782
"40",0.660157293313165
"41",0.436144591965896
"42",0.64058178360225
"43",0.598371500863517
"44",0.622387457422285
"45",0.585401550783719
"46",0.606611587745925
"47",0.332322892816612
"48",0.28601532288146
"49",1.12298737793023
"50",2.04832692233963
"51",2.03157923142013
"52",1.22322012736833
"53",0.723684943637011
"54",0.561397307200778
"55",0.563372041916508
"56",0.687762806868967
"57",0.369521359385275
"58",0.977506879708341
"59",1.52315321883618
"60",0.361397439216595
"61",0.814460055031655
"62",0.6131077263454
"63",0.888953504009114
"64",0.68467781444904
"65",0.775282461788509
"66",0.937047049962786
"67",0.985672586766975
"68",1.82376924959401
"69",1.51506005735181
"70",1.21543979428424
"71",1.05281866042266
"72",1.10193210260821
"73",1.16623046310245
"74",1.49536489671138
"75",1.70911494457547
"76",1.28837052396863
"77",1.76653080735909
"78",2.05872257919814
"79",1.46538505952933
"80",1.55447789190266
"81",1.42443289355774
"82",1.11533201222588
"83",0.998802684225247
"84",1.25428445370006
"85",1.61443956952917
"86",1.74426024179588
"87",1.71374546889598
"88",2.14044352081609
"89",1.84948113894765
"90",1.20419127614957
"91",1.21200060199261
"92",1.89845054319432
"93",2.29044614627448
"94",2.38869547519684
"95",2.43003337351098
"96",2.50304847258605
"97",3.48333595107162
"98",3.20060224849415
"99",2.4705178020652
"100",1.68316641275974
"101",1.33272867385911
"102",2.46986278443459
"103",2.83249357837201
"104",2.36301776080203
"105",1.34389270116269
"106",1.67904927047494
"107",1.67854661139826
"108",2.18438706094554
"109",1.96542952649387
"110",2.28751745151226
"111",3.37015898416106
"112",3.38695510458303
"113",3.82240791041046
"114",3.02156588501144
"115",2.79590440187052
"116",5.0016821271069
"117",4.87252411725764
"118",3.58555893897283
"119",1.91524563277979
"120",2.42068006236715
"121",3.13532280830766
"122",3.36320361888104
"123",3.13452620955461
"124",2.85849708475808
"125",3.51626760355236
"126",3.11048594089142
"127",2.45538634804433
"128",2.66611983570608
"129",2.80746296223231
"130",1.64513969128583
"131",1.2689283455326
"132",0.720725013715267
"133",1.23414831208004
"134",2.06723369596087
"135",2.88799689183487
"136",2.58718859428712
"137",1.98113896216969
"138",2.65253696266884
"139",1.9450993373759
"140",2.26778939230463
"141",3.07334581335754
"142",3.08245808483197
"143",3.18533643068312
"144",3.15016790778258
"145",2.16105847776989
"146",2.30543072302298
"147",3.10713780690097
"148",2.7371555588102
"149",2.0866439234798
"150",1.4360227285284
"151",1.59155204323108
"152",2.69351687425645
"153",2.81619430859302
"154",1.75575261468
"155",1.22572806876879
"156",1.79854830313638
"157",3.02977354782017
"158",3.02739037436562
"159",2.17374774874061
"160",2.36475496394065
"161",3.62819575390835
"162",2.81325317418613
"163",2.80535245711883
"164",2.21571292533311
"165",2.13319457248516
"166",1.66156323764461
"167",1.95812525969366
"168",2.41401479271827
"169",2.53182798455689
"170",2.00790416364685
"171",2.61506080443904
"172",3.15324840050147
"173",2.21827598577972
"174",1.38330531742401
"175",1.2820487738922
"176",1.16214382712086
"177",1.11836604099018
"178",1.03648305793252
"179",0.833867456128448
"180",0.996490807062913
"181",0.620587792633646
"182",0.39401885362242
"183",0.413239412970184
"184",0.362037302182301
"185",0.297779137835638
"186",0.616983344088657
"187",0.724392918985259
"188",0.568229063443076
"189",1.01712249469054
"190",0.80177458996681
"191",1.25949911141991
"192",1.36072552920526
"193",0.303741754464401
"194",0.187992467624923
"195",0.160132097402609
"196",0.0769834316627342
"197",0.132930366996544
"198",0.693362312540391
"199",1.09383190668523
"200",0.864235214514274
"201",0.749976444842057
"202",0.437880238527852
"203",0.619443870313784
"204",0.67968248474574
"205",1.54633551478694
"206",1.30865204164541
"207",0.771475218765666
"208",0.309419645219742
"209",0.140352767074447
"210",0.192969827007844
"211",0.375602682843535
"212",0.402536733612363
"213",0.447191325888068
"214",0.894864039961596
"215",0.893635767050132
"216",0.824364938546949
"217",0.622220560955378
"218",0.479866917263219
"219",0.395495083314179
"220",0.458378693105895
"221",0.126275420074247
"222",1.25122180050974
"223",0.600920240608844
"224",0.589754913817902
"225",0.569335473390222
"226",1.12768508750767
"227",0.393293258368524
"228",0.430597440105658
"229",0.256283162945377
"230",0.682047066359026
"231",0.803911953731546
"232",1.00297169911726
"233",0.545757748519009
"234",0.488431809899059
"235",0.629568815663427
"236",0.560862731406513
"237",0.862568879428692
"238",0.585565303218132
"239",0.326620868281356
"240",0.239509208710875
"241",0.447913256834764
"242",0.203216129266305
"243",0.334416240724106
"244",0.0928951896173051
