"","x"
"1",0.0447382933080213
"2",0.206206062791627
"3",0.14622568581772
"4",0.14435324078913
"5",0.313720422263995
"6",0.657519843542487
"7",0.418175402760694
"8",0.29239014557063
"9",0.677258558348869
"10",0.506904225528001
"11",1.09463459898044
"12",0.846379502089825
"13",0.767321938433731
"14",0.591706067587225
"15",0.310006223648076
"16",0.604426709193113
"17",0.321479363598308
"18",0.199507284383048
"19",0.580291493882179
"20",0.217085904550388
"21",0.674839011230432
"22",0.382073785674801
"23",0.478085246677461
"24",0.714734438715004
"25",0.703540931394772
"26",0.808512098469458
"27",0.62270438399229
"28",1.16580104525708
"29",0.691757326642655
"30",0.957476393392878
"31",0.715341120139898
"32",0.480986514799628
"33",0.356930330563834
"34",0.46215548042701
"35",0.305383701349106
"36",0.18011756238284
"37",0.12448104315582
"38",0.0656036981787108
"39",0.109986860890978
"40",0.279769964985915
"41",0.401017103050928
"42",0.960875011759776
"43",1.07362997085541
"44",0.580719086526541
"45",0.340273633464516
"46",0.368832749003417
"47",0.452314881506389
"48",0.215791540736444
"49",0.346842054560665
"50",0.158574618826969
"51",0.221618270647704
"52",0.720964795863991
"53",0.433181556740558
"54",0.292710215974617
"55",0.119988351140921
"56",0.177402245063584
"57",0.154686458132457
"58",0.318666576778721
"59",0.188570201106449
"60",0.206616015475593
"61",0.151314682416145
"62",0.275724539266829
"63",0.763322242654212
"64",0.690479922548317
"65",0.738626965169348
"66",0.801416883536567
"67",1.18880327495305
"68",0.968470386708994
"69",0.614078512334324
"70",0.576954053046715
"71",0.607271327606707
"72",0.764950110416987
"73",0.817620802585794
"74",1.53196834710962
"75",1.3031652195616
"76",1.4461860929584
"77",1.44036649118124
"78",2.33292621325315
"79",2.81198236631134
"80",3.09933715669667
"81",1.24963715774615
"82",1.59132400030527
"83",2.09426816824375
"84",1.53783430288424
"85",1.09609443936246
"86",1.37452366832187
"87",1.9542556096417
"88",1.59023490783695
"89",0.991247590617342
"90",0.717974292957728
"91",0.633369104448677
"92",1.14023946405458
"93",1.79108547241805
"94",2.36761183851055
"95",1.79538559588873
"96",1.65311130240684
"97",3.28716679016535
"98",3.02952876214944
"99",2.62049964166153
"100",2.31985719954227
"101",3.11440545153017
"102",3.08576665363271
"103",1.77551485170561
"104",1.5947894122981
"105",2.57091818453721
"106",2.62420645106029
"107",2.5111702617599
"108",1.8969766103696
"109",2.12697531266644
"110",2.23062810983948
"111",2.47011855176056
"112",2.24693798369934
"113",2.25795985734817
"114",2.09556371866074
"115",1.71846934823625
"116",2.72433479196153
"117",2.7403789309658
"118",2.49626890671619
"119",2.12520318919391
"120",2.41345981529842
"121",2.60230137450648
"122",2.89767985088393
"123",1.95692010643905
"124",1.63734022838834
"125",2.27570182777772
"126",3.98913548233315
"127",2.71992233389972
"128",2.9630955421596
"129",2.73499626046902
"130",1.63039465650741
"131",2.29968647884931
"132",2.93891341263258
"133",3.25771998805824
"134",3.00253452090843
"135",2.6501496147205
"136",2.34827768074013
"137",2.41537669318446
"138",1.60655228454398
"139",1.1745364520456
"140",1.98055793864397
"141",2.44715636455907
"142",1.90276523431741
"143",2.33219824846863
"144",3.66549024580497
"145",2.16981473773667
"146",1.59002184426514
"147",1.65757412520926
"148",3.69095848219219
"149",3.06869384796369
"150",3.09440644152619
"151",1.50500836164024
"152",2.45476732439705
"153",2.2381673983329
"154",1.52750967571551
"155",1.10146796870704
"156",2.8158056192791
"157",4.16261907413478
"158",3.66628281198466
"159",2.85984622266378
"160",2.53794939646408
"161",1.93958133182716
"162",2.08235660636353
"163",2.87786795518503
"164",2.10953117053407
"165",2.48183005972563
"166",1.80407031058384
"167",2.47317673433984
"168",2.5120638238457
"169",1.82375723462131
"170",2.57137692951365
"171",3.10345204622366
"172",1.39904831748968
"173",0.594418805634842
"174",1.10055303898585
"175",0.725078978746094
"176",0.8769916527523
"177",0.33207998115579
"178",0.228446069899695
"179",0.17767331861505
"180",0.24416614756985
"181",0.341618267014867
"182",0.459265890649054
"183",0.634661371022369
"184",1.29867709995283
"185",1.5334020920331
"186",1.35250888291854
"187",1.10841566852299
"188",0.783890582433282
"189",0.326305598691384
"190",0.603459806901574
"191",0.173363191173862
"192",0.539739440424737
"193",0.379406976436716
"194",0.4582039424795
"195",0.266465902794393
"196",0.321266210390222
"197",0.319492115977934
"198",0.512255287655136
"199",0.180985762800528
"200",0.284145173759868
"201",0.0789677626124717
"202",0.245350700142378
"203",0.63856971367077
"204",0.482597452011082
"205",0.41796656202096
"206",0.124557208338073
"207",0.127316385597427
"208",0.104687105292926
"209",0.0108841048551982
"210",0.121463536790928
"211",0.0202285492900217
"212",0.0946358002574664
"213",0.0338123905831563
"214",0.186340545526856
"215",1.40570537538457
"216",1.32811350548897
"217",1.72381022784933
"218",1.18621219507826
"219",0.536320640772641
"220",0.300443403667549
"221",0.125551390685537
"222",0.252252716792492
"223",0.0587721508495807
"224",0.0242741131210101
"225",0.0231212266296482
"226",0.0644848477517843
"227",0.0649886769760521
"228",0.0279434133775611
"229",0
"230",0.000211687334696863
"231",0.0311753969818157
"232",0
"233",0.000501891519706413
"234",0.011436297189409
"235",0.00325099119733128
"236",0.189398689874794
"237",0.268081253767441
"238",0.119382596803557
"239",0.0793140810247197
"240",0.000223653112168357
"241",0.000841852281581661
"242",0.00853443955326094
"243",0
"244",0.0449006180674428
