"","x"
"1",11.9029142856598
"2",2.46747274696827
"3",4.44953739643097
"4",0
"5",0
"6",10.4263308048248
"7",0
"8",0
"9",0
"10",2.74474909901619
"11",0
"12",3.15233114361763
"13",0.762960098683834
"14",3.01950207352638
"15",0.0267220996320248
"16",11.0372343063354
"17",36.5896997451782
"18",37.5733041763306
"19",19.6483063697815
"20",88.8651561737061
"21",34.0028395652771
"22",28.6152534484863
"23",2.19843308627605
"24",3.75425624847412
"25",28.1972870826721
"26",19.9998226165771
"27",18.8241910934448
"28",0.951866624876857
"29",9.66358661651611
"30",3.05849841237068
"31",0.615316804498434
"32",71.7415533065796
"33",10.332883477211
"34",0.462791696190834
"35",7.54839015007019
"36",1.10545665025711
"37",1.7583726644516
"38",14.7137567996979
"39",20.0362677574158
"40",29.7789239883423
"41",3.14108347892761
"42",12.7693930864334
"43",10.1583227515221
"44",0
"45",9.53461062908173
"46",14.3128206729889
"47",2.44090223312378
"48",0
"49",4.74084264039993
"50",28.8663682937622
"51",19.4469742774963
"52",3.44416666030884
"53",0.856202512979507
"54",0.0275566969066858
"55",33.5997123718262
"56",3.35062852501869
"57",14.8421068191528
"58",10.3760524988174
"59",0.457627585157752
"60",0.173692733049393
"61",10.0575370788574
"62",16.0543956756592
"63",45.1824798583984
"64",23.0647277832031
"65",65.1377058029175
"66",4.78739511966705
"67",19.7782702445984
"68",4.69215095043182
"69",25.0919418334961
"70",24.8863248825073
"71",3.55930727720261
"72",11.0430138111115
"73",3.38510036468506
"74",0.342673771083355
"75",27.9876222610474
"76",4.61719717085361
"77",0.0492019690573215
"78",14.5196921825409
"79",0.994971871376038
"80",20.6022629737854
"81",8.62298047542572
"82",9.54819846153259
"83",3.9883941411972
"84",2.65658849477768
"85",4.66465443372726
"86",5.46582996845245
"87",2.59808203577995
"88",17.5472702980042
"89",50.2923650741577
"90",13.23544049263
"91",0.487340793013573
"92",0.240045979619026
"93",12.5961542129517
"94",10.9043384790421
"95",22.8565113544464
"96",9.89402449131012
"97",4.0609293282032
"98",0
"99",1.90409274399281
"100",0.158214546740055
"101",1.14461264014244
"102",7.79341781139374
"103",7.09701365232468
"104",28.7390170097351
"105",1.1064443923533
"106",5.70642578601837
"107",0.687222711741924
"108",0.0499949082732201
"109",2.3548688441515
"110",2.70609679818153
"111",6.15023636817932
"112",25.8129687309265
"113",1.8316433429718
"114",1.55698418617249
"115",9.91800880432129
"116",7.00837200880051
"117",23.3610963821411
"118",1.39322233945131
"119",0.392817139625549
"120",20.4966058731079
"121",6.00455361604691
"122",5.19564819335938
"123",13.6813790798187
"124",2.37610448896885
"125",0.114274077117443
"126",0.25711664557457
"127",0
"128",0.0428527779877186
"129",12.0851099491119
"130",0.0857055559754372
"131",0.128558322787285
"132",0.387820549309254
"133",0.128558322787285
"134",0.0999898165464401
"135",1.54180738329887
"136",5.57466731965542
"137",12.9204421043396
"138",10.7257274389267
"139",0.407184720039368
"140",26.7342779636383
"141",1.36821685731411
"142",77.0248680114746
"143",0.357106477022171
"144",9.40342831611633
"145",2.99006566405296
"146",0.679251916706562
"147",3.96289846301079
"148",0.471380561590195
"149",0.442811995744705
"150",1.5841785594821
"151",4.95728793740273
"152",0
"153",0
"154",2.95719753205776
"155",52.9198303222656
"156",6.75163975358009
"157",1.71240352094173
"158",0.381419535726309
"159",0.32475902326405
"160",45.2156953811646
"161",10.3384498357773
"162",0.25711664557457
"163",8.18800228834152
"164",19.135871887207
"165",20.244017124176
"166",2.46096278727055
"167",3.54885178804398
"168",1.87572038173676
"169",8.48825371265411
"170",8.81537747383118
"171",4.54696238040924
"172",11.1004844903946
"173",3.26831677556038
"174",8.84158980846405
"175",0.471756186336279
"176",0
"177",0
"178",3.97295668721199
"179",0
"180",0.38694385252893
"181",0.655927043408155
"182",0
"183",0
"184",2.09978604316711
"185",0.142842590808868
"186",2.92827320098877
"187",0.771350026130676
"188",0.471380561590195
"189",2.59973526000977
"190",0.328537940979004
"191",49.2140002250671
"192",30.9879221916199
"193",1.59503823518753
"194",0.0857055559754372
"195",0
"196",0
"197",0
"198",0.982944134622812
"199",1.48803237080574
"200",30.0068407058716
"201",1.67125833034515
"202",0.0428527779877186
"203",0.0285685192793608
"204",0.250654280185699
"205",0.88143553212285
"206",1.0164245814085
"207",0.0428419895470142
"208",0
"209",1.24146860092878
"210",0.862131007015705
"211",0.517278600484133
"212",0
"213",0
"214",0
"215",0
"216",0.65560606867075
"217",0
"218",1.56907844543457
"219",0
"220",0
"221",0
"222",0
"223",0
"224",0
"225",0
"226",0.0255939830094576
"227",0.140766680240631
"228",0.472527414560318
"229",0
"230",0.0331051722168922
"231",0
"232",0
"233",0
"234",3.36028662323952
"235",0
"236",0
"237",0.0317143350839615
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
