"","x"
"1",0
"2",0
"3",0
"4",2.99996495246887
"5",1.67555265501142
"6",0
"7",0.0253157187253237
"8",9.05285584926605
"9",19.0735795497894
"10",3.02723926305771
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",2.42902606725693
"18",0.0817892476916313
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0.474172033369541
"27",0
"28",1.84253776073456
"29",0.627255517989397
"30",8.59972417354584
"31",0.0350525379180908
"32",0.16129950247705
"33",0.850220426917076
"34",23.1584105491638
"35",25.062460899353
"36",1.24847783893347
"37",34.4225268363953
"38",28.0171904563904
"39",48.837064743042
"40",3.84727993607521
"41",0
"42",4.94727557897568
"43",3.53052794933319
"44",0
"45",0.146469637751579
"46",0
"47",0
"48",7.15630680322647
"49",1.18899111449718
"50",0.0919434577226639
"51",1.00260580331087
"52",6.46092057228088
"53",7.79028868675232
"54",0
"55",0
"56",20.8005819320679
"57",2.88493213057518
"58",7.01824468374252
"59",23.2746949195862
"60",1.08250924944878
"61",0.602677892893553
"62",0.0642629861831665
"63",0
"64",0.0471096411347389
"65",1.10143402218819
"66",3.31293133832514
"67",1.99692338705063
"68",2.89374923706055
"69",1.85797256231308
"70",14.9833972454071
"71",12.2532571554184
"72",32.560455083847
"73",3.13845002651215
"74",11.6956672668457
"75",0
"76",3.17611780390143
"77",9.05706167221069
"78",2.60363546013832
"79",5.68950188159943
"80",29.8980617523193
"81",42.9423351287842
"82",8.73293960094452
"83",69.2479333877563
"84",16.5890629291534
"85",16.0748872756958
"86",7.87131977081299
"87",4.92187362909317
"88",24.1569375991821
"89",30.6103272438049
"90",0.890715569257736
"91",31.2419409751892
"92",1.49670258164406
"93",1.04295212775469
"94",2.68040508031845
"95",5.5314262509346
"96",0.363757718354464
"97",3.20432239770889
"98",1.29740969836712
"99",5.30462041497231
"100",7.02172029018402
"101",2.68619653582573
"102",5.83564633131027
"103",13.6043016910553
"104",1.56179819256067
"105",1.58946827054024
"106",40.0474729537964
"107",2.30972802639008
"108",0.928978815674782
"109",3.45670831203461
"110",1.76560743153095
"111",0
"112",0.528686098754406
"113",0.332244675606489
"114",0.31346358731389
"115",21.9651997089386
"116",2.83594056963921
"117",0.475637026131153
"118",0.0375564247369766
"119",3.94283923506737
"120",1.1178053021431
"121",0.0962126776576042
"122",0.102097667753696
"123",0.849111199378967
"124",0.678707003593445
"125",37.3365445137024
"126",1.08291686326265
"127",0.0827631652355194
"128",32.1475462913513
"129",3.34126326441765
"130",3.87917655706406
"131",2.47974006831646
"132",8.36951512098312
"133",1.02494262158871
"134",2.58466173708439
"135",7.21450746059418
"136",36.1494488716125
"137",13.7989019155502
"138",10.8973956108093
"139",9.47743022441864
"140",7.52669775485992
"141",1.25323780626059
"142",0.337360203266144
"143",2.3208569586277
"144",0.586287271231413
"145",17.7020461559296
"146",18.6107289791107
"147",22.2234206199646
"148",1.91294753551483
"149",0.257469803094864
"150",0.0589774176478386
"151",0.170811906456947
"152",0
"153",10.8804949522018
"154",18.9338837862015
"155",0.0429811179637909
"156",0.0625361129641533
"157",0.739604819566011
"158",3.71354681253433
"159",4.95656836032867
"160",5.22660076618195
"161",0.54543562233448
"162",1.32231444865465
"163",0.776879295706749
"164",1.24479433894157
"165",2.55345003306866
"166",1.88642425090075
"167",22.4867348670959
"168",0.413037706166506
"169",0.427831560373306
"170",1.42395348846912
"171",0
"172",5.83074694871902
"173",5.44952309131622
"174",15.9242696762085
"175",109.792520523071
"176",125.111457824707
"177",1.22776850312948
"178",0.655401803553104
"179",9.99540078639984
"180",2.27708724141121
"181",3.24899077415466
"182",2.01322673261166
"183",0
"184",0.304066926240921
"185",0.331190884113312
"186",0
"187",0
"188",0
"189",0
"190",0
"191",9.28592121601105
"192",17.9601104259491
"193",0.913026995956898
"194",0.916147097945213
"195",4.69500240683556
"196",1.07606206275523
"197",0.263244915753603
"198",4.41983211040497
"199",0.0275413449853659
"200",0
"201",0
"202",9.30993496626616
"203",0
"204",0
"205",0
"206",0.448308084160089
"207",0.57095380872488
"208",0.174428835511208
"209",0
"210",0.0513270981609821
"211",0.0311578121036291
"212",2.07219642400742
"213",0.743380062282085
"214",0
"215",0
"216",0
"217",0
"218",0
"219",0
"220",0.0317143350839615
"221",0.0317143350839615
"222",0.344852408394217
"223",0
"224",0
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0.0317143350839615
"234",0
"235",0
"236",0.0603554509580135
"237",0.0416907444596291
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
