"","x"
"1",0
"2",0.0387024409241147
"3",0.110674726135201
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0.548574382149511
"10",2.11532280792793
"11",1.20734214302566
"12",0.706660718884733
"13",1.47315029932393
"14",0.376814070923461
"15",1.05787945613265
"16",1.11188492361042
"17",0.106893534461657
"18",1.09737154311604
"19",1.86952371895313
"20",0.984507376203934
"21",0.00598319172859192
"22",0
"23",0
"24",0
"25",0.0128521826532152
"26",0.237627187371254
"27",1.18920481635465
"28",0.780953683621354
"29",0
"30",0
"31",0.17881036400795
"32",1.14001573622227
"33",1.45847992325823
"34",0.968108410057094
"35",0.435255005127854
"36",0.0725840555297004
"37",9.47315621193912
"38",3.8718048621383
"39",13.1573940334221
"40",0.114895955142048
"41",1.27843015276723
"42",0.722377910382218
"43",1.21415402823024
"44",0.482051045199235
"45",0.47227408438921
"46",0.167625612682766
"47",0.00732482274373372
"48",5.9505096198784
"49",0.29193193813165
"50",1.80955051630735
"51",16.5450971543789
"52",5.46021482580238
"53",5.66484965549575
"54",2.99919880827268
"55",4.50563869575659
"56",0.129502495792177
"57",1.20248115369015
"58",20.6610247656703
"59",3.36681894991133
"60",3.66294997367594
"61",4.55340306543642
"62",4.75897372861703
"63",0.201537885434098
"64",28.4843138376872
"65",0.0381875581211514
"66",1.80063431395425
"67",9.77580921236012
"68",2.73726062128941
"69",0
"70",0.142896112799644
"71",3.39154153549009
"72",0.0376898616552353
"73",0.0828488219115469
"74",0.347867707825369
"75",0.512398234506448
"76",0.553367787516779
"77",0.150582020315859
"78",0.462527427905136
"79",0.0244737604426013
"80",0.545936957167255
"81",0.408140562805865
"82",0.303545074496004
"83",1.06401189797454
"84",0.210300134122372
"85",0.103638669186168
"86",0
"87",0.0127358595530192
"88",0
"89",2.53888858556747
"90",4.28376494348049
"91",12.462928625279
"92",9.8492337009973
"93",1.93825087961223
"94",0.321303904222118
"95",0.00521272197365761
"96",0.727256498403019
"97",9.73779072513183
"98",1.55986531674862
"99",1.91546506136656
"100",0.62231780787309
"101",4.2255776486463
"102",5.26747633549902
"103",0.448397538562616
"104",1.15882493886683
"105",2.14756342338191
"106",0.252817988726828
"107",0.339427359153827
"108",0.360733986066447
"109",0.110335043569406
"110",0.591450278709332
"111",0.922416973776288
"112",0.439877602292432
"113",0.72001035263141
"114",1.28538201294012
"115",2.95681010650264
"116",1.13860845640302
"117",2.19770601292451
"118",1.32077875824438
"119",0.779571062657568
"120",0.345013180043962
"121",0.0552428177661366
"122",1.15060080140829
"123",1.35489807873964
"124",1.26734589040279
"125",0.32886741426256
"126",1.47510681185457
"127",1.17357336067491
"128",1.39338221814897
"129",0.890316947466797
"130",0.300302979432874
"131",4.83931423988607
"132",3.33880300803317
"133",2.49528440079755
"134",5.52646615422434
"135",1.77275441620085
"136",1.21629709237152
"137",3.7091500841909
"138",4.00623332088192
"139",0.792845643063386
"140",9.87872132211924
"141",10.3894309104317
"142",5.70679409561886
"143",9.51707492752208
"144",7.72022554700573
"145",8.34767512505253
"146",6.64674696458711
"147",3.79800040390756
"148",2.01691622046961
"149",0.721943794687589
"150",1.81642424563567
"151",0.78173033611642
"152",0.554676098707649
"153",0.55025907928745
"154",0.564797370632489
"155",1.0532493442297
"156",0.775796287589603
"157",1.50240851251615
"158",0.57966352287266
"159",3.10950690242979
"160",1.0977719799512
"161",0.717694564908743
"162",0.128256380392445
"163",0.0743177476856444
"164",0.372287247578303
"165",0.244646527204249
"166",2.88376908848683
"167",0.539355052014192
"168",3.01357375077075
"169",3.15043666884303
"170",3.44718311064773
"171",0.455143422219488
"172",0.201831520928277
"173",6.86920391420523
"174",0.485479138791561
"175",1.86796311959624
"176",10.0705594807035
"177",11.5766574750344
"178",17.5752618132366
"179",14.4939596108264
"180",7.18685118762983
"181",0.992371445894241
"182",13.9181662627392
"183",0.957575687021017
"184",1.99736424105035
"185",0.0255347854561276
"186",0
"187",0
"188",0.221585565143161
"189",13.5597624994814
"190",9.07483659899897
"191",19.8892444554302
"192",12.9446632971366
"193",2.16975875819723
"194",4.36047005595432
"195",1.92058380477958
"196",1.7050414164861
"197",0
"198",0.0432427010602421
"199",1.55760155369838
"200",1.30477555849486
"201",6.17567252649201
"202",4.79598925411701
"203",4.34486725040608
"204",3.26466699573729
"205",1.48877993027369
"206",3.98596730811728
"207",7.43395714147223
"208",4.4810142820908
"209",16.733122567253
"210",17.4364565333558
"211",19.9304985002511
"212",5.30927328599824
"213",0
"214",0
"215",0.105717195570469
"216",1.91125249953734
"217",0.0194755729701784
"218",0.0324783162938224
"219",0
"220",0
"221",0
"222",0
"223",0
"224",0
"225",0.417063257760472
"226",0.66175050429172
"227",6.1778344867958
"228",14.4533059174816
"229",4.08828643378284
"230",0.810497600833575
"231",0.247417416671912
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0.0168548779355155
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0.00527396781577004
